(('2003_535', '27', '1'), 1)
(('1999_483', '41', '1'), 12)
(('1999_483', '6', '1'), 3)
(('1999_483', '74', '1'), 2)
(('1999_483', '31', '7'), 2)
(('1999_483', '2', '1'), 2)
(('1999_483', '15', '2'), 2)
(('1999_483', '57', '4'), 1)
(('1999_483', '55', '1'), 1)
(('1999_483', '51', '2'), 1)
(('1999_483', '42', '2'), 1)
(('1999_483', '30', '2'), 1)
(('1999_483', '29', '1'), 1)
(('1999_483', '2', '4'), 1)
(('1999_483', '15', '3'), 1)
(('1999_483', '107', '4'), 1)
(('1999_483', '107', '1'), 1)
(('1997_714', '6', '2'), 6)
(('1997_714', '25', '6'), 5)
(('1997_714', '23', '1'), 3)
(('1997_714', '25', '5'), 2)
(('1997_714', '15', '1'), 2)
(('1997_714', '9', '3'), 1)
(('1997_714', '51', '1'), 1)
(('1997_714', '48', '1'), 1)
(('1997_714', '42', '2'), 1)
(('1997_714', '36', '7'), 1)
(('1997_714', '36', '1'), 1)
(('1997_714', '30', '1'), 1)
(('1997_714', '29', '3'), 1)
(('1997_714', '29', '1'), 1)
(('1997_714', '27', '4'), 1)
(('1997_714', '21', '2'), 1)
(('1997_714', '21', '1'), 1)
(('1997_714', '2', '1'), 1)
(('1997_714', '15', '2'), 1)
(('1997_714', '14', '2'), 1)
(('2004_285', '17', '1'), 7)
(('2004_285', '8', '1'), 4)
(('2004_285', '411', '1'), 3)
(('2004_285', '16', '1'), 3)
(('2004_285', '9', '2'), 2)
(('2004_285', '8', '5'), 2)
(('2004_285', '8', '4'), 2)
(('2004_285', '20', '2'), 2)
(('2004_285', '11', '2'), 2)
(('2004_285', '9', '1'), 1)
(('2004_285', '3', '2'), 1)
(('2004_285', '29', '1'), 1)
(('2004_285', '16', '2'), 1)
(('2004_285', '12', '1'), 1)
(('1997_944', '22', '1'), 15)
(('1997_944', '54', '2'), 3)
(('1997_944', '18', '1'), 3)
(('1997_944', '29', '1'), 2)
(('1997_944', '112', '1'), 2)
(('1997_944', '59', '4'), 1)
(('1997_944', '5', '1'), 1)
(('1997_944', '42', '3'), 1)
(('1997_944', '42', '1'), 1)
(('1997_944', '39', '1'), 1)
(('1997_944', '32', '1'), 1)
(('1997_944', '22', '2'), 1)
(('2004_1377', '42', '4'), 20)
(('2004_1377', '4', '2'), 3)
(('2004_1377', '47', '2'), 2)
(('2004_1377', '42', '3'), 2)
(('2004_1377', '8', '5'), 1)
(('2004_1377', '47', '5'), 1)
(('2004_1377', '42', '1'), 1)
(('2004_1377', '184', '1'), 1)
(('2001_84', '2', '1'), 12)
(('2001_84', '14', '4'), 3)
(('2001_84', '12', '2'), 3)
(('2001_84', '5', '5'), 2)
(('2001_84', '4', '3'), 2)
(('2001_84', '20', '6'), 2)
(('2001_84', '16', '2'), 2)
(('2001_84', '2', '2'), 1)
(('2001_84', '14', '5'), 1)
(('2001_84', '14', '1'), 1)
(('2001_84', '13', '1'), 1)
(('2001_84', '12', '3'), 1)
(('1996_460', '6', '1'), 9)
(('1996_460', '19', '1'), 3)
(('1996_460', '122', '1'), 3)
(('1996_460', '26', '1'), 2)
(('1996_460', '22', '3'), 2)
(('1996_460', '89', '1'), 1)
(('1996_460', '88', '1'), 1)
(('1996_460', '8', '11'), 1)
(('1996_460', '76', '1'), 1)
(('1996_460', '52', '1'), 1)
(('1996_460', '47', '9'), 1)
(('1996_460', '4', '2'), 1)
(('1996_460', '33', '2'), 1)
(('1996_460', '33', '1'), 1)
